Mult_Handles,Rank,First,MI,Nickname,Last,Suffix,Retired,Service,user_name,user_id,user_description,Professional.nonmil,Professional.mil,Ac_TT,Politician,Private,female,reservist,job,Notes,LI.Handle,Tw.in.LI,Linkedin,Accusation,Reference,
NA,BG,DAVID,A.,,COTTON,,9/1/2011,Air Force,DavidACotton,18265759,"Living authentically with Pride. Opinions my own; retweet/like does not assume endorsement. Focused on fitness, healthy living and being a better human.",0,0,0,0,0,0,0,comm,,,,https://www.linkedin.com/in/davidacotton?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bya2TjUGcTKu5DnaR97fdrw%3D%3D,,,
NA,LTG,SAMUEL,D.,,COX,,7/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/samuel-d-cox-81157725?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BlCZILfB2S3GKwR1PBlP5Ew%3D%3D,,,
NA,MG,ERIC,W.,,CRABTREE,,6/21/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/eric-crabtree-82228381?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BoPBLLbtDRmuiv2ysS7aPPA%3D%3D,,,
NA,BG,DWIGHT,D.,,CREASY,,3/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/dwight-creasy-075a5533?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BjrjEadlTQ%2Bmk8%2F81wVv6hw%3D%3D,,,
NA,MG,CLINTON,E.,,CROSIER,,10/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,DAVID,H.,,CYR,,6/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,DANIEL,J.,,DARNELL,,3/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/dan-darnell-08018163?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BuO%2FSB9JkTOSa34T9KXioEg%3D%3D,,,
NA,LTG,CHARLES,R.,,DAVIS,,9/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/charles-cr-davis-a668a838?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Buk0q%2BgIbSUupwC5iTBhPmg%3D%3D,,,
NA,MG,ALLAN,E.,,DAY,,9/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/allaneday?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B5gQ5aB1pTsuopThuwMWZrQ%3D%3D,,,
NA,MG,THOMAS,H.,,DEALE,,9/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/thomashdeale?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B0ZxYCjz7RE6bqif6VHAOTw%3D%3D,,,
NA,MG,STEPHEN,T.,,DENKER,,8/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/steve-denker-5a3680a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BYFq%2F6%2BI8TGGbMKiQJlg2qw%3D%3D,,,
NA,BG,SCOTT,L.,,DENNIS,,4/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/scott-dennis-b8045792?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BghidbsPFSw28UCYohSE3ZQ%3D%3D,,,
NA,BG,STEVEN,J.,,DEPALMER,,12/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,DAVID,A.,,DEPTULA,,10/1/2010,Air Force,Deptula_David,77631979,"Retired Lt General; Dean of the Mitchell Institute for Aerospace Studies; thought leader on defense, strategy, and ISR",0,0,0,0,0,0,0,pilot,admin,,,https://www.linkedin.com/in/deptula?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BOtNeUdPDTWKT5TgAXytQcg%3D%3D,,,
NA,MG,SUSAN,Y.,,DESJARDINS,,10/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/susan-desjardins-a4710973?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BiaN1Ei1hRH%2BRQ%2Ba1qVj5Dg%3D%3D,,,
NA,BG,DEAN,J.,,DESPINOY,,6/7/2010,Air Force,DeanDespinoy,1.28E+18,"AF pilot, General, Diver",0,0,0,0,0,0,1,pilot,,,,,,,
NA,BG,IAN,R.,,DICKINSON,,8/8/2012,Air Force,IanRD85,1572948931,,0,0,0,0,0,0,0,comm,,,,https://www.linkedin.com/in/ian-dickinson-47b1aa2?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BnXdxhER3Q1%2B5rcd8y1DdPg%3D%3D,,,
NA,BG,JAMES,H.,,DIENST,,10/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/james-dienst-44270b158?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BUC5csYLKRUmJCi0AivsQVw%3D%3D,,,
NA,MG,MARK,C.,,DILLON,,9/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mark-dillon-81922413b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BXvyQL311Q3GoowkU25tlKQ%3D%3D,,,
NA,BG,TERESA,A.H.,,DJURIC,,9/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/teresa-djuric-866b2b21?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BdygQlt3lTdGFhrRd3gwEsg%3D%3D,,,
NA,LTG,JOHN,L.,,DOLAN,,10/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/johnldolan?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BqeSglU7VS%2FO55%2FnzaQAUFA%3D%3D,,,
NA,MG,BRIAN,E.,,DOMINGUEZ,,3/26/2018,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,JOHN,W.,,DOUCETTE,,10/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,SHARON,K.G.,,DUNBAR,,12/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/sharon-dunbar-major-general-usaf-ret-47b34148?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BUpJVyBiyR3yKeUaCsKNmOw%3D%3D,,,
NA,MG,CHARLES,J.,,DUNLAP,,6/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,PAUL,S.,,DWAN,,1/6/2016,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,DANIEL,R.,,EAGLE,,11/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/daniel-eagle-2ab6731a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BBjZ1k%2FmITbaCKru2qPS99A%3D%3D,,,
NA,MG,DAVID,,,EDGINGTON,,10/1/2010,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/dave-edgington-b356a729?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BgAuNfo%2BOTDa5%2Fkb6iZpP1Q%3D%3D,,,
NA,LTG,MARK,A.,,EDIGER,,8/1/2018,Air Force,pappy7537,2335718906,"Family Physician, Air Force Deputy Surgeon General",0,0,0,0,0,0,0,medical,,,,https://www.linkedin.com/in/mark-ediger-austin-tx?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BMWOcunPbRCesyvgP8LALOg%3D%3D,,,
NA,BG,LYMAN,L.,"""LEWIE""",EDWARDS,,3/17/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/lewieedwards?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BPyxBiWNjTIuXnVPtlyqI2g%3D%3D,,,
NA,MG,JACK,B.,,EGGINTON,,10/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jack-egginton-3380bb27?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BbORgheDxRI2c4VkIx44q2A%3D%3D,,,
NA,MG,DAVID,W.,,EIDSAUNE,,12/1/2011,Air Force,davideidsaune,394426570,,0,0,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/davideidsaune?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BfumihtJTRfeTGRehwFuSpA%3D%3D,,,
NA,MG,ALBERT,M.,,ELTON II,,10/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,RICHARD,,,ERIKSON,,5/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,WILLIAM,H.,,ETTER,,8/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/williametter?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B%2BnuW%2FrhGRVu%2FKaKT36xDKA%3D%3D,,,
NA,GEN,CARLTON,D.,,EVERHART II,,11/1/2018,Air Force,GenEverhart,1.15E+18,"Official Twitter Account of United States Air Force general, served as the commander of Air Mobility Command, Prior to my command of Eighteenth Air Force...",0,0,0,0,1,0,0,pilot,,,,https://www.linkedin.com/in/carlton-d-dewey-everhart-ii-181b45b9?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BMbmsBjngQN%2Bt%2BLEDpLxE3A%3D%3D,,,
1,LTG,DAVID,S.,,FADOK,,1/1/2015,Air Force,AirUnivBoss,238272792,"Commander and President, Air University, Maxwell AFB, AL, the Intellectual and Leadership Center of the Air Force",0,1,0,0,0,0,0,pilot,admin,,,https://www.linkedin.com/in/david-fadok-9030a2178?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B2WEkYSP4Qsi93UcSAHF01g%3D%3D,,,
1,LTG,DAVID,S.,,FADOK,,1/1/2015,Air Force,DaveFadok,171987401,,0,0,0,0,0,0,0,pilot,admin,,,https://www.linkedin.com/in/david-fadok-9030a2178?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B2WEkYSP4Qsi93UcSAHF01g%3D%3D,,,
NA,MG,MICHAEL,A.,,FANTINI,,8/1/2020,Air Force,michaelfantini4,8.85E+17,,0,0,0,0,1,0,0,pilot,,,,,,,
NA,MG,WALLACE,W.,"""WADE""",FARRIS,,11/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/wallace-farris-05087413?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BFlrCftJPRZKI0g0TF9t6tw%3D%3D,,,
NA,MG,BARBARA,J.,,FAULKENBERRY,,10/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/barbarafaulkenberry?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BzVtnGFq8S%2BqSKaQ7q7pO3w%3D%3D,,,
NA,LTG,TIMOTHY,G.,,FAY,,9/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/timothyfay?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BT8a%2Bq1yLQ%2FGCdJ%2FOIEmgvg%3D%3D,,,
NA,LTG,JUDITH,A.,,FEDDER,,7/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jfedderllc2017?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BbqmLvA8cSIiJWnBkI%2BSYig%3D%3D,,,
NA,MG,TERRENCE,A.,"""TERRY""",FEEHAN,,11/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/terrence-terry-feehan-445596103?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bi6qePhFnTF6TNveOfMjl2w%3D%3D,,,
NA,MG,GREGORY,A.,,FEEST,,11/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/greg-feest-a00b0944?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BirUZbIFjRXSGRr1Az6nivw%3D%3D,,,
NA,LTG,ERIC,E.,,FIEL,,9/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,BURTON,,,FIELD,,1/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,EDWARD,A.,"""ED""",FIENGA,,10/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ed-fienga-13b96918?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BQujFVy00R%2Fyrt6JQPyoSmA%3D%3D,,,
NA,BG,DANIEL,B.,,FINCHER,,8/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,VERN,M.,"""RUSTY""",FINDLEY II,,12/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/vern-m-rusty-findley-a0212446?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3By0L1xEWHRw6WaYZOCZUolQ%3D%3D,,,
NA,BG,JAMES,A.,,FIRTH,,5/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jim-firth-03304317?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BBiqGQNpQQ%2BCl%2FCuWpwCgNQ%3D%3D,,,
NA,MG,ALFRED,K.,,FLOWERS,,1/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/alfred-k-flowers-jr-34634aa4?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BbRk7PqwQS3eMKyPk01amrQ%3D%3D,,,
NA,BG,JOHN,C.,,FOBIAN,,10/13/2013,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,MAURICE,H.,"""MAURY""",FORSYTH,,10/1/2010,Air Force,maury4syth,,,0,0,0,0,0,0,0,pilot,admin,maury4syth,y,https://www.linkedin.com/in/maury-forsyth-13795814?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B9IxX2hYzTlG7XQtCE02I%2FA%3D%3D,,,
NA,MG,MICHAEL,E.,,FORTNEY,,10/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/michael-fortney-316a52151?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BHNc6oENTScCXCcsiWAlvTA%3D%3D,,,
NA,LTG,CRAIG,A.,,FRANKLIN,,4/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/craig-franklin-9795908b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BW8kImTb8S%2B2b71WYhoQO%2FQ%3D%3D,mishandled sexual assault cases,,
NA,GEN,WILLIAM,M.,,FRASER III,,7/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/will-fraser-967bb831?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGrlI7LHUQau5%2Fcb78c2qXg%3D%3D,,,
NA,GEN,DOUGLAS,,,FRASER,,1/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/doug-fraser-71072229?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BMhC6CLwxRJ21HFZGz96GXQ%3D%3D,,,
NA,MG,RANDAL,D.,"""RANDY""",FULLHART,,7/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/randal-fullhart-335b0518?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGKTrGQ9RQ5WRjpgGTK06XA%3D%3D,,,
NA,MG,ANITA,R.,,GALLENTINE,,11/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/anita-gallentine-1883123a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B8Lxr%2BPnNSCeskotKXTNDiQ%3D%3D,,,
NA,BG,STEVEN,D.,,GARLAND,,12/1/2017,Air Force,StvGarland,,,0,0,0,0,0,0,0,nav,,StvGarland,y,https://www.linkedin.com/in/steve-garland-51243252,,,
NA,MG,CEDRIC,D.,,GEORGE,,11/1/2019,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/cedric-george-maj-gen-ret-usaf-0414412a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BJXQnA6KPQoeLLq0uBGfAOA%3D%3D,,,
NA,BG,D.,SCOTT,,GEORGE,,8/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/incybervision?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BVGTKn6KOTIutIBWXhg5oOQ%3D%3D,,,
NA,BG,JONATHAN,D.,,GEORGE,,2/1/2011,Air Force,George4Congress,391172534,"Retired USAF Brig General Jonathan George is running for congress in Indiana to take Hoosier values - dignity, compassion, tolerance, strength - to DC.",1,0,0,1,0,0,0,pilot,,,,,,,
NA,BG,THOMAS,L.,"""TIM""",GIBSON,,10/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/tim-gibson-825b4362?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BzOMRNE9iR0u8gjHE8Xvd5g%3D%3D,,,
NA,MG,MARKE,F.,,GIBSON,,1/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/marke-hoot-gibson-3061b315?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BOrS5tm%2BWQAuUY57fdQZ7Dg%3D%3D,,,
NA,BG,DANIEL,P.,,GILLEN,,2/7/2013,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,P.,DAVID,,GILLETT,,1/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,BG,ROBERT,P.,,GIVENS,,9/1/2013,Air Force,RobertPGivens,3146411556,"Robert P. Givens currently serves as president of RPG Consulting, LLC.",0,0,0,1,0,0,0,pilot,Senate Staff,,,https://www.linkedin.com/in/rob-givens-b6977476/,,,
NA,MG,WALTER,D.,,GIVHAN,,1/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/walter-d-givhan-0774062a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B7qyH%2F4x3TSW2Zlph2%2B7UxQ%3D%3D,,,
NA,GEN,DAVID,L.,,GOLDFEIN,,10/1/2020,Air Force,GenDaveGoldfein,,,0,1,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/csaf21?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BDfca%2FYSCRqWFbr4G5YGEOQ%3D%3D,,,
NA,BG,GERALD,V.,,GOODFELLOW,,7/1/2019,Air Force,GeraldGoodfell2,1.14E+18,,0,0,0,0,0,0,0,nav,,,,https://www.linkedin.com/in/gerald-goodfellow-0661124a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B4hgYj%2FUdQo2fuRmz8dUKxQ%3D%3D,,,
NA,BG,SCOTT,P.,,GOODWIN,,12/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/scottpgoodwin?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bbcduupe9RWSZzpKK%2BpKheQ%3D%3D,,,
1,GEN,FRANK,,,GORENC,,10/1/2016,Air Force,GenGorencUSAF,1158191514,Assistant Vice Chief of Staff | U.S. Air Force,0,1,0,0,0,0,0,pilot,,,,https://www.linkedin.com/in/frank-gorenc-0a9598127?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BxleyT74%2BSoWYRqstfX7wfQ%3D%3D,,,
1,GEN,FRANK,,,GORENC,,10/1/2016,Air Force,GeneralGorenc,1.15E+18,,0,0,0,0,1,0,0,pilot,,,,https://www.linkedin.com/in/frank-gorenc-0a9598127?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BxleyT74%2BSoWYRqstfX7wfQ%3D%3D,,,
NA,LTG,MICHAEL,C.,,GOULD,,10/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mike-gould-3a923590?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6%2FkdtuwLRSeVhangJEM1aw%3D%3D,,,
NA,BG,THOMAS,F.,,GOULD,,10/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/tfgould?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bqkx1lbIwRqia6RYylyjslQ%3D%3D,,,
NA,MG,CRAIG,NEIL,,GOURLEY,,7/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,GAR,S.,,GRAHAM,,1/1/2011,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,MG,MARK,W.,,GRAPER,,10/1/2013,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mark-graper-3a862335?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BPpF405iyTgGtoGyXjUPTQg%3D%3D,,,
NA,LTG,CHARLES,B.,,GREEN,,9/1/2012,Air Force,DocCBG,,,0,0,0,0,0,0,0,medical,,DocCBG,yn,https://www.linkedin.com/in/brucegreenmd?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bd2YLW%2Fh6Qnm7AQtsx6DqPQ%3D%3D,,,
NA,MG,STEPHEN,P.,,GROSS,,9/2/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/stephen-gross-6190901?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BlyT9orkMRQKFhQk03GkN%2FQ%3D%3D,,,
NA,BG,LARRY,K.,,GRUNDHAUSER,,1/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/larry-grundhauser-a1969456?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BWZNgV8nTQdyzgmKGTmMT0w%3D%3D,,,
NA,BG,GREGORY,,,GUTTERMAN,,10/1/2018,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/greg-gutterman-53b06b156?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BpCcbbaSFTAuHtz30HYx2CA%3D%3D,,,
NA,MG,EUGENE,,,HAASE,,7/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/eugene-haase-957265a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BtgdiLkBwSlal%2BM%2FOvoX6Lw%3D%3D,,,
NA,MG,RICHARD,S.,"""BEEF""",HADDAD,,10/1/2016,Air Force,Richard07490959,1.42E+18,"Love God, Love Others, Do Stuff, Common Sense",0,0,0,0,0,0,1,pilot,,,,https://www.linkedin.com/in/richard-haddad-25ab645?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Btzv9RKoESP%2BBEKSIAFVuDQ%3D%3D,,,
NA,LTG,RUSSELL,J.,,HANDY,,10/1/2016,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/russ-handy?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BmLrHDDe%2BSkGXSFt4tTt7EA%3D%3D,,,
NA,MG,BLAIR,E.,,HANSEN,,6/1/2012,Air Force,,,,0,0,0,0,0,,,,,,,,LOS for f35 project to congress,,
NA,BG,ANDREW,P.,,HANSEN,,11/1/2021,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/andy-hansen-0ba2b14/,,,
NA,MG,SCOTT,,,HANSON,,11/1/2015,Air Force,AWCCommandant,569963138,,0,0,0,0,0,0,0,pilot,admin,,,https://www.linkedin.com/in/scott-hanson-9017a751?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Byg2V9DlUSZy8w5%2BlL8DmLQ%3D%3D,,,
NA,LTG,RICHARD,C.,,HARDING,,4/1/2014,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/richard-c-lt-gen-af-harding-23b8b16b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B2%2BUwVHreQfGBStaYWGn4IA%3D%3D,,,
NA,LTG,JERRY,D.,,HARRIS,,10/31/2019,Air Force,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,STAYCE,D.,,HARRIS,,3/1/2019,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/stayce-harris?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BnjaWjToNTiWJCYz4J6Hfag%3D%3D,,,
NA,BG,MERLE,D.,,HART,,6/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/merle-duane-hart-3300b04a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Blqp8SqcFRO%2BY52387fhoaA%3D%3D,,,
NA,BG,DARREN,E.,,HARTFORD,,9/1/2017,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/darren-hartford-098540bb?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BgIfRHWVaRki0q4Qbgn1p%2FQ%3D%3D,,,
NA,BG,RONALD,,,HARVELL,,9/1/2020,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ronald-harvell-a8219132?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6sWjzjwoRkeQtUvt3q4B5A%3D%3D,,,
NA,BG,DARYL,J.,,HAUCK,,5/1/2015,Air Force,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/gen-daryl-j-hauck-759127104?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BfeTExA7jRRSAt9n7H9ZwMQ%3D%3D,,,
1,LTG,RONNIE,D.,,HAWKINS,,8/31/2015,Air Force,DISArdh,570361809,"Official account for Air Force Lt Gen Ronnie D. Hawkins, Jr., Director, Defense Information Systems Agency (@USDISA).",0,1,0,0,0,0,0,comm,,,,https://www.linkedin.com/in/ronnie-hawkins?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B9irOCwwnRSi4FP0ww2bsqg%3D%3D,,,
1,LTG,RONNIE,D.,,HAWKINS,,8/31/2015,Air Force,AngeloStatePres,1.37E+18,The official Twitter account of Angelo State President Ronnie D. Hawkins Jr.,1,0,0,0,0,0,0,comm,,,,https://www.linkedin.com/in/ronnie-hawkins?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B9irOCwwnRSi4FP0ww2bsqg%3D%3D,,,
