Mult_Handles,Rank,First,MI,Nickname,Last,Suffix,Retired,Service,user_name,user_id,user_description,Professional.nonmil,Professional.mil,Ac_TT,Politician,Private,female,reservist,job,Notes,LI.Handle,Tw.in.LI,Linkedin,Accusation,Reference,
1,LTG,Frank,G.,,Helmick,,7/1/2012,Army,SOSiHelmick,950135798,"Vice President for Corporate Strategy, SOS International; Director of International Operations, Iraq Oil Technology. Retired Lieutenant General, U.S. Army.",1,0,0,0,0,0,0,infantry,https://www.sosi.com/who-we-are/leadership/frank-helmick/,,,https://www.linkedin.com/in/frank-helmick-9a0a8355?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bw7CXCPrtQHCbmFd2HbhGWA%3D%3D,,,
NA,LTG,"Rhett,",A.,,Hernandez,,11/1/2013,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/rhett-hernandez-30884285?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Ba%2FNxppBORfKz2OZ4xL9%2FHA%3D%3D,,,
NA,LTG,Mark,P.,,Hertling,,1/1/2013,Army,MarkHertling,4484115214,"Retired soldier. Loves family, dedicated to nation. Studies leadership, natâ€™l security & healthcare. Commissioner, @usabmc. Cardsâ€™ fan.",0,0,0,0,0,0,0,armor,https://militaryhallofhonor.com/honoree-record.php?id=225503,,,https://www.linkedin.com/in/mark-hertling-dba-57987066?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BxfChaDHJS2isrpZ%2BQtjYRA%3D%3D,,,
1,LTG,Frederick,B.,,Hodges,,2/1/2018,Army,frederick_lt,1.12E+18,This is the official Twitter page of LTG. (R) Frederick Benjamin Hodges. Fmr CG @USArmyEurope. Pershing Chair in strategic studies @Cepa. Partner @BerlinAdv,0,NA,0,0,0,0,0,infantry,"deleted, https://hudsonpoliticalstudies.org/faculty/lt-general-frederick-ben-hodges",,,https://www.linkedin.com/in/ben-hodges-1674b1172?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BOcf83%2BKmRf2tDwmJWk6syA%3D%3D,,,
1,LTG,Frederick,B.,,Hodges,,2/1/2018,Army,general_ben,,"Former Commanding General 
@USArmyEurope
, Senior Advisor for 
@humanrights1st
, loves the Army Team, FSU football and the Atlanta Braves!",0,0,0,0,0,0,0,infantry,"deleted, https://hudsonpoliticalstudies.org/faculty/lt-general-frederick-ben-hodges",,,,,,
NA,LTG,David,R.,,Hogg,,12/1/2015,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Charles,W.,,Hooper,,10/1/2020,Army,LTG_CHooper,1.31E+18,"Sr Cons @TheCohenGroup; Scholar @AtlanticCouncil; LTG USA (Ret), Fmr US DATT to China and Egypt; Fmr Chief US Arms Sales; Dir @NBRnews; Sr Flw @BelferCenter",0,0,1,0,0,0,0,infantry,https://www.defense.gov/About/Biographies/Biography/Article/1273458/lieutenant-general-charles-hooper/,,,https://www.linkedin.com/in/charles-w-hooper-b4921a32?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BD%2F%2B%2FJgyiRz6ySuSa%2FW01lg%3D%3D,,,
NA,LTG,Thomas,A.,,Horlander,,10/1/2021,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Patricia,D.,,Horoho,,2/1/2016,Army,PattyHoroho,,"Business Leader, Veteran, Clinical leader",0,0,0,0,0,1,0,medical,https://www.ausa.org/people/ltg-patricia-d-horoho-us-army-retired,,,https://www.linkedin.com/in/pattyhoroho?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BqUX4WU%2FNSqOYqIZsLdNTiA%3D%3D,,,
NA,LTG,Keith,,,Huber,,9/1/2013,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,James,L.,,Huggins,Jr.,7/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/james-l-huggins-jr-5834a7bb?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BeLzmx9WLQDax0ndpbsgeNw%3D%3D,,,
NA,LTG,David,H.,,Huntoon,Jr.,11/1/2013,Army,LTGDavidHuntoon,2372968820,"The founder of D2H Leadership Consulting, LLC in Virginia.  Executive Level Leadership Consulting to #TransformCompanies. http://t.co/wLXu1OuYmT",0,0,1,0,0,0,0,infantry,https://www.brookings.edu/wp-content/uploads/2021/05/Huntoon-David.-WUB-Bio-2021.pdf,,,https://www.linkedin.com/in/david-huntoon-b6863783?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BiRz4GkVkREG5t7m0OW6GAw%3D%3D,IG: misused office subordinates doing personal tasks,,
NA,LTG,Kenneth,W.,,Hunzeker,,10/1/2010,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Anthony,R.,,Ierardi,,8/1/2019,Army,TonyIerardi,,"Retired U.S. Army Officer, runner, baseball and football fan, W&L Univ., S. Phila. native. I own all Tweets, RTs, and likes. With the team at 
@rebelliondef",0,0,0,0,0,0,0,armor,https://www.congress.gov/116/meeting/house/109348/witnesses/HHRG-116-AS25-Bio-IerardiA-20190502.pdf,,,https://www.linkedin.com/in/tony-ierardi-1362b822?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B8h8sHq47SdKFRmbFBhuXzw%3D%3D,,,
NA,LTG,Thomas,S.,,James,Jr.,9/1/2021,Army,Thomas_S_James,1.25E+18,Official Twitter page of the Commanding General of First Army (Following & RTs â‰  Endorsement),0,1,0,0,0,0,0,armor,https://usacac.army.mil/sites/default/files/documents/bios/mccoe-director4.pdf,,,https://www.linkedin.com/in/tom-james-ba8ab456?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BSVo7XDixSfOb9temftQHBg%3D%3D,,,
NA,LTG,John,D.,,Johnson,,9/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jdjohnson77?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BfFH0NQysQbCumo96Xp8anA%3D%3D,,,
NA,LTG,Francis,H.,,Kearney III,,1/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/frank-k-2601336b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BywknDORsSaufFbUzgYTGqw%3D%3D,,,
NA,LTG,Purl,K.,,Keen,,3/1/2013,Army,DeanKenKeen,,,0,0,1,0,0,0,0,infantry,"admin, https://goizueta.emory.edu/faculty/profiles/ken-keen",,,https://www.linkedin.com/in/ken-keen-b3a84829?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BdHMqsFO1RgqxuBdEGbvCPQ%3D%3D,,,
NA,LTG,John,F.,,Kimmons,,12/1/2010,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Stephen,R.,,Lanza,,6/1/2017,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/stephen-lanza-580133133?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BSLaspJE1STuEf0Ya2ISB2g%3D%3D,,,
NA,LTG,Susan,S.,,Lawrence,,12/1/2013,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/susan-lawrence-3a01b2169?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BBMhv2rQTQ3iNeddgGsy%2BKw%3D%3D,,,
NA,LTG,Mary,A.,,Legere,,5/1/2016,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/marylegere?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BJ6j8h%2FOdSumOcqANF3wQKA%3D%3D,,,
NA,LTG,Robert,P.,,Lennox,,3/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/robert-lennox-80494973?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BuEU5dncoSFew6rf%2BGUcdew%3D%3D,,,
NA,LTG,Michael,S.,,Linnington,,7/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/michael-linnington-3a284837?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6HFsfC6EQFad2ZjluZpi%2Bw%3D%3D,,,
NA,LTG,Michael,D.,,Lundy,,2/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mike-d-lundy?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BiZgonWg6RBy03T08L0RDkA%3D%3D,,,
NA,LTG,Douglas,E.,,Lute,,8/1/2010,Army,LuteDoug,3251945207,"Former US Ambassador to NATO; Lieutenant General, US Army (Retired)",0,0,0,0,0,0,0,armor,"former ambassador, https://www.belfercenter.org/person/douglas-lute",,,https://www.linkedin.com/in/douglas-lute-6666b115?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGHVfL%2FJ%2BQTyKWsDmjjJNgQ%3D%3D,,,
NA,LTG,Ricky,,,Lynch,,1/1/2012,Army,RLEnterprises,,"CEO & President, R Lynch Enterprises, LLC | Retired Army Lt. General | Builder of Adaptive Leaders | Passionate Speaker",1,0,0,0,0,0,0,armor,https://resources.uta.edu/business/accounting/speaker-bios/_downloads/2015/Rick%20Lynch.pdf,,,https://www.linkedin.com/in/ltgricklynch?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B7w4CoC9GQD6FkLQqbYpUSg%3D%3D,,,
NA,LTG,Alan,R.,,Lynn,,3/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/alan-lynn-425258163?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BLrKizdUVSUaL06tYp9JZvw%3D%3D,,,
NA,LTG,Sean,B.,,MacFarland,,5/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/sean-macfarland-45a15721?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BSSRT3ymgQW2v5DlZ2bFL%2Fw%3D%3D,,,
NA,LTG,Kevin,W.,,Mangum,,6/1/2017,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/kevin-mangum-7993aa137?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BnjbZogmVQb2mswz6FlNJvg%3D%3D,,,
NA,LTG,David,L.,,Mann,,2/1/2017,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/david-dave-mann-7a33a7161?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B%2FDLbw2i9TWKuK3ylyGv5fw%3D%3D,,,
NA,LTG,Joseph,E.,,Martz,,10/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/joseph-martz-7a85a436?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bz7dcZUxlSLOYVc5s6RKIZQ%3D%3D,,,
NA,LTG,Raymond,V.,,Mason,,9/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/raymond-v-mason?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BDN5Rix5HQ0SocNihybAaig%3D%3D,,,
NA,LTG,William,C.,,Mayville,Jr.,6/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/william-bill-mayville-9233ba163?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BVh%2FuP43NQVSGqrt5FGGrWg%3D%3D,,,
NA,LTG,Herbert,R.,,McMaster,Jr.,6/1/2018,Army,LTGHRMcMaster,,,0,0,1,0,0,0,0,armor,"former NSA, https://www.hoover.org/profiles/h-r-mcmaster",,,https://www.linkedin.com/in/hrmcmaster?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BEXTme7EyT7K6hsMUbnFIXQ%3D%3D,,,
NA,LTG,Patricia,E.,,McQuistion,,6/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/pmcquistion?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGU784m9GQVSINmnQa7FunA%3D%3D,,,
NA,LTG,Thomas,G.,,Miller,,6/1/2011,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Benjamin,R.,,Mixon,,5/1/2011,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/benjamin-mixon-lieutenant-general-r-6a875432?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BsKBJUuvuSXCnvvLhwXYrlw%3D%3D,,,
NA,LTG,John,W.,,Morgan III,,8/1/2013,Army,JWMorganIII1,,"Husband; Father; Citizen; Veteran; Mentor; Business Executive; Advisory Council Member 
@Mission_Ready
; 
@ThanksUSA
 & 
@USGLC",0,0,0,0,0,0,0,FA,https://www.nato.int/fchd/bios/pdf/fchd-com-morgan.pdf,JWMorganIII1,y,https://www.linkedin.com/in/john-w-morgan-iii-ltg-usa-r-46246736?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bc7fVCaGCSAmEejSqSxoONQ%3D%3D,,,
NA,LTG,John,F.,,Mulholland,Jr.,12/1/2016,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ltg-john-f-mulholland-usa-ret-b4250414?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6nLKppzdTKq3OPzlsXCJWQ%3D%3D,IG report: degrading and inappropriate comments July 2014,,
NA,LTG,Michael,K.,,Nagata,,8/1/2019,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mike-nagata-4241a419?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B6xm8J7QMRIeEcEOT5VWRQg%3D%3D,,,
NA,LTG,Theodore,C.,,Nicholas,,12/1/2015,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Patrick,J.,,O'Reilly,,1/1/2013,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/patrick-o-reilly-815770178?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B82EgEtCTQ82ZsvQHDyiElg%3D%3D,"IG report, screamed at subordinates, toxic work environment",,
NA,LTG,Paul,A.,,Ostrowski,,7/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/paul-ostrowski-3a0962191?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BBw5je2J8Rq6nTHykEz8uIQ%3D%3D,,,
NA,LTG,Raymond,P.,,Palumbo,,6/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ray-palumbo-25266787?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B9khY3cNJRKKvWomUu3pwsw%3D%3D,,,
NA,LTG,James,F.,,Pasquarette,,8/1/2021,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/jim-pasquarette?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bwnn%2BFQiaQRy417aaSCxvfw%3D%3D,,,
NA,LTG,Charles,N.,,Pede,,9/1/2021,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Joseph,F.,,Peterson,,10/1/2010,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/joe-peterson-21722740?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BTphQodrvSy6NCT1DyqaFWQ%3D%3D,,,
NA,LTG,William,N.,,Phillips,,6/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ltg-r-william-phillips-25633769?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BIbsjNGWeRPaW%2BA1ncd6%2BxQ%3D%3D,,,
NA,LTG,James,H.,,Pillsbury,,7/1/2011,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/james-pillsbury-3110843b?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BwRrQpPLdS0SpWp1jACUPGQ%3D%3D,,,
NA,LTG,Carroll,F.,,Pollett,,3/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/carroll-pollett-38b76283?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BZEqkGaMQScWHOIovQfETlQ%3D%3D,,,
NA,LTG,David,E.,,Quantock,,4/1/2018,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Leopoldo,A.,,Quintas,Jr.,1/1/2022,Army,quintasla,,,0,0,0,0,0,0,0,armor,https://www.forscom.army.mil/Content/Upload/Documents/FINAL%20SHORT%20BIO%20-%20LTG%20QUINTAS%20(DCG%20FORSCOM).pdf,,,https://www.linkedin.com/in/lee-quintas?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BN2S4sHHxQKaJlFTcI%2FGfpA%3D%3D,,,
NA,LTG,Darsie,D.,,Rogers,Jr.,8/1/2020,Army,DarsieRogers,1.10E+18,"Deputy Director, Defense Threat Reduction Agency",0,0,1,0,1,0,0,socom,"https://www.arlis.umd.edu/ltg-ret-darsie-d-rogers-jr#:~:text=LTG%20(ret)%20Darsie%20Rogers&text=His%20extensive%20background%20includes%20leading,%2C%20and%20team%2Dbuilding%20skills.",,,https://www.linkedin.com/in/darsie-rogers?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BpASOUqqcSFirkRkZvZpcbA%3D%3D,,,
NA,LTG,Frederick,S.,,Rudesheim,,1/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/frederick-rudesheim-52b558146?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BCryAD267QlONRMCf3lUnAg%3D%3D,,,
NA,LTG,Bennet,S.,,Sacolick,,7/1/2016,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/bennet-and-joyce-sacolick-02a57b11a?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bv0hcw%2FQyTV%2BnYDPQyxMX4A%3D%3D,,,
NA,LTG,Eric,B.,,Schoomaker,,2/1/2012,Army,ESchoomaker,3408782337,,0,0,0,0,1,0,0,medical,https://medschool.usuhs.edu/node/68302,,,https://www.linkedin.com/in/eric-schoomaker-6aa61259?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BBxEsswevT82DzLvpik6RPQ%3D%3D,,,
NA,LTG,Mark,C.,,Schwartz,,1/1/2022,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mark-c-schwartz?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BkCFndRr8TeaXHh90waqQog%3D%3D,,,
NA,LTG,Thomas,C.,,Seamands,,10/1/2020,Army,SeamandsThomas,843813066,,0,0,0,0,0,0,0,personnel,https://www.army.mil/article/218917/lieutenant_general_thomas_c_seamands_biography,,,https://www.linkedin.com/in/ltg-ret-tom-seamands-7a13178?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B2LXP7CMjQAW5wFuMg08jXw%3D%3D,,,
NA,LTG,Todd,T.,,Semonite,,11/1/2020,Army,ESSAYONS54,1.07E+18,,0,0,0,0,0,0,0,engineer,https://www.ausa.org/people/ltg-todd-semonite,,,https://www.linkedin.com/in/toddsemonite?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B3WT9kskQTga0WbuS3l3lgA%3D%3D,,,
NA,LTG,Michael,H.,,Shields,,9/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/michael-shields-36544722?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BmUa%2F0bXrSeOldocQ8MUYAw%3D%3D,,,
NA,LTG,Leslie,C.,,Smith,,11/1/2021,Army,LTGLeslieSmith,4146495494,These are my personal views and are not endorsed by the Army or US government,0,0,0,0,0,0,0,chemical,https://www.ausa.org/people/ltg-leslie-c-smith-usa-ret,,,https://www.linkedin.com/in/leslie-c-smith-lieutenant-general-us-army-retired-4a263711?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BGvMD1xzLSfKmPkbPz3VbMg%3D%3D,,,
NA,LTG,Jeffrey,A.,,Sorenson,,1/1/2011,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Thomas,W.,,Spoehr,,10/1/2016,Army,TomSpoehr,2901157318,,0,0,1,0,0,0,0,chemical,https://www.heritage.org/staff/thomas-spoehr,,,https://www.linkedin.com/in/thomas-spoehr-952b2b28?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B5C0rhkzZRhqpgjQXQC8t%2Bg%3D%3D,,,
NA,LTG,Edgar,E.,,Stanton III,,4/1/2012,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,John,E.,,Sterling,Jr.,8/1/2012,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Mitchell,H.,,Stevenson,,1/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mitchell-stevenson-4a979845?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B8DuWgX%2F7Q1akPLn51%2FZzkQ%3D%3D,,,
NA,LTG,Guy,C.,,Swan III,,2/1/2012,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/guy-swan?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BufgHwukXRua9Ijkvi6JCSw%3D%3D,,,
NA,LTG,James,L.,,Terry,,1/1/2016,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,N.,Ross,,Thompson III,,4/1/2010,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,John,C.,,Thomson III,,10/1/2020,Army,JT_Thomson8,,Leader Development | Strategic Planning | Global Security Affairs | Soldier for Life,0,0,0,0,0,0,0,FA,https://scottamyx.com/2021/02/08/defense-keynote-by-lieutenant-general-john-jt-thomson-iii/,,,https://www.linkedin.com/in/john-%E2%80%9Cj-t-%E2%80%9D-thomson-lt-gen-ret-us-army-502018187?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BcXGnfWpSTDCquGIQomab8g%3D%3D,,,
NA,LTG,Kenneth,E.,,Tovo,,8/1/2018,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/ken-tovo-4468107?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BRfCN%2B3bIQIus%2Bvse1FTESg%3D%3D,,,
NA,LTG,William,J.,,Troy,,9/1/2013,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/william-troy?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BHH18%2B7p3QnmhrRZ6wpy%2FKA%3D%3D,,,
NA,LTG,Michael,S.,,Tucker,,9/1/2016,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/michael-tucker-83952392?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3Bybx8uaFbSDmtQPVNpnWiFA%3D%3D,,,
NA,LTG,Stephen,,,Twitty,,9/1/2020,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/stwitty?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B8gheHaQJThW2yzvsM3OUuw%3D%3D,,,
NA,LTG,David,P.,,Valcourt,,7/1/2010,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/dvalcourt?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BUXdi2qzsTLaXNQwqn3CCqA%3D%3D,,,
NA,LTG,Robert,L.,,Van Antwerp,Jr.,7/1/2011,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Michael,A.,,Vane,,8/1/2011,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/mike-vane-5b2a1594?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BQiYNYyKjTgaM230PIz8jtQ%3D%3D,,,
NA,LTG,Peter,,,Vangjel,,2/1/2015,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/petervangjel?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BwF5zHD%2FOSr2PBbhTkQEKjA%3D%3D,,,
1,LTG,Gary,J.,,Volesky,,4/1/2020,Army,GVolesky,833933012,RTs and Follows â‰  Endorsement,0,0,0,0,0,0,0,infantry,https://www.ausa.org/people/ltg-gary-j-volesky,,,https://www.linkedin.com/in/gary-volesky?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BYBXcBQ7cQuqb7G%2FdhbJg5Q%3D%3D,,,
1,LTG,Gary,J.,,Volesky,,4/1/2020,Army,gary_volesky,1.15E+18,"Official Twitter for the office of the commanding gen of America's First Corps, currently held by Lt.Gen.Gary J.Volesky. (Following,RTs and links â‰  endorsement)",0,1,0,0,0,0,0,infantry,https://www.ausa.org/people/ltg-gary-j-volesky,,,https://www.linkedin.com/in/gary-volesky?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BYBXcBQ7cQuqb7G%2FdhbJg5Q%3D%3D,,,
NA,LTG,Keith,C.,,Walker,,9/1/2014,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/keithcwalker?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BJKpTIzznT4G4OEBpMamNSQ%3D%3D,,,
NA,LTG,William,E.,,Ward,,1/1/2013,Army,GenKipWard,1.10E+18,"Retired ðŸ‡ºðŸ‡¸ Army General Officer, Inaugural @USAfricaCommand Commander, member @USGLC",0,0,0,0,0,0,0,infantry,https://www.nato.int/sfor/indexinf/149/p10a/t02p10a.htm,,,,IG report: demoted for misuse of position and funds,,
NA,LTG,William,G.,,Webster,Jr.,8/1/2011,Army,,,,0,0,0,0,0,,,,,,,https://www.linkedin.com/in/william-g-webster-jr-10ba2291?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3B5nDFhSWeSTKLwuRV05KQkQ%3D%3D,,,
NA,LTG,Eric,P.,,Wendt,,3/1/2021,Army,,,,0,0,0,0,0,,,,,,,,,,
NA,LTG,Eric,J.,,Wesley,,9/1/2020,Army,EricWesleyArmy,1.10E+18,"Retired Lieutenant General, U.S Army. Former Deputy Commanding General, Army Futures Command. Director, Futures and Concepts Center.",0,0,0,0,0,0,0,armor,"https://www.ausa.org/people/ltg-eric-j-wesley#:~:text=LTG%20Wesley%20was%20commissioned%20as,1st%20Armored%20Division%20in%20Germany.",,,https://www.linkedin.com/in/ericjwesley?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BCGDtbEE8TnKShykY7RH%2BSg%3D%3D,,,
NA,LTG,Nadja,Y.,,West,,9/1/2019,Army,NadjaYWest1,1.24E+18,"44th Army Surgeon General | Hauser Leader, Harvard Kennedy School Center for Public Leadership | Trustee, National Recreation Foundation | USMA | GWU Med",0,0,0,0,0,1,0,medical,https://www.army.mil/blackamericans/profiles/west.html,,,https://www.linkedin.com/in/nadja-west-2aa61690?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BNpqnR0ajRn6p5v9CMx%2F5YQ%3D%3D,,,
